#"gene","transcript","protein"
"ENSRNOG00000039203.3","ENSRNOT00000060001.3","ENSRNOP00000056750.1"
"ENSRNOG00000057853.1","ENSRNOT00000087742.1",""
"ENSRNOG00000047281.1","ENSRNOT00000064924.2","ENSRNOP00000063689.2"
"ENSRNOG00000055206.1","ENSRNOT00000090863.1",""
"ENSRNOG00000060540.1","ENSRNOT00000087074.1","ENSRNOP00000075714.1"
"ENSRNOG00000003675.7","ENSRNOT00000044129.5","ENSRNOP00000044293.4"
"ENSRNOG00000035656.2","ENSRNOT00000053779.2",""
"ENSRNOG00000054890.1","ENSRNOT00000079889.1","ENSRNOP00000070703.1"
"ENSRNOG00000054021.1","ENSRNOT00000082165.1",""
"ENSRNOG00000011661.5","ENSRNOT00000015518.4","ENSRNOP00000015518.3"
"ENSRNOG00000024884.4","ENSRNOT00000039260.4","ENSRNOP00000050389.3"
"ENSRNOG00000008177.7","ENSRNOT00000011207.7","ENSRNOP00000011207.5"
"ENSRNOG00000058963.1","ENSRNOT00000089116.1",""
"ENSRNOG00000052813.1","ENSRNOT00000091502.1",""
"ENSRNOG00000059000.1","ENSRNOT00000091939.1",""
"ENSRNOG00000045768.1","ENSRNOT00000070983.1",""
"ENSRNOG00000052909.1","ENSRNOT00000071634.2","ENSRNOP00000065423.2"
"ENSRNOG00000030819.3","ENSRNOT00000047059.3",""
"ENSRNOG00000028880.3","ENSRNOT00000049913.3","ENSRNOP00000048889.3"
"ENSRNOG00000035238.1","ENSRNOT00000053361.1",""
"ENSRNOG00000059896.1","ENSRNOT00000085343.1",""
"ENSRNOG00000061262.1","ENSRNOT00000081037.1","ENSRNOP00000069644.1"
"ENSRNOG00000061262.1","ENSRNOT00000090890.1","ENSRNOP00000071818.1"
"ENSRNOG00000047165.2","ENSRNOT00000073114.2","ENSRNOP00000065109.2"
"ENSRNOG00000003187.5","ENSRNOT00000004252.5","ENSRNOP00000004252.4"
"ENSRNOG00000008764.8","ENSRNOT00000006233.7","ENSRNOP00000006233.6"
"ENSRNOG00000003674.5","ENSRNOT00000004884.5","ENSRNOP00000004884.5"
"ENSRNOG00000004795.6","ENSRNOT00000006415.5","ENSRNOP00000006415.5"
"ENSRNOG00000004120.6","ENSRNOT00000020999.6","ENSRNOP00000020999.6"
"ENSRNOG00000048706.1","ENSRNOT00000075325.1","ENSRNOP00000065995.1"
"ENSRNOG00000029582.5","ENSRNOT00000045463.4","ENSRNOP00000038957.3"
"ENSRNOG00000041288.1","ENSRNOT00000063041.1",""
"ENSRNOG00000048738.2","ENSRNOT00000009295.6","ENSRNOP00000009295.5"
"ENSRNOG00000016400.6","ENSRNOT00000022122.6","ENSRNOP00000043166.4"
"ENSRNOG00000055641.1","ENSRNOT00000083203.1","ENSRNOP00000073157.1"
"ENSRNOG00000055641.1","ENSRNOT00000077322.1","ENSRNOP00000073264.1"
"ENSRNOG00000006670.3","ENSRNOT00000008703.3","ENSRNOP00000008703.1"
"ENSRNOG00000049192.2","ENSRNOT00000071650.2","ENSRNOP00000064623.1"
"ENSRNOG00000003726.7","ENSRNOT00000004968.7","ENSRNOP00000004968.7"
"ENSRNOG00000052695.1","ENSRNOT00000092116.1",""
"ENSRNOG00000031286.3","ENSRNOT00000052281.3","ENSRNOP00000049794.3"
"ENSRNOG00000022391.6","ENSRNOT00000046364.4","ENSRNOP00000041511.3"
"ENSRNOG00000028751.5","ENSRNOT00000037823.5","ENSRNOP00000032378.5"
"ENSRNOG00000040010.3","ENSRNOT00000041904.4","ENSRNOP00000047745.3"
"ENSRNOG00000026152.5","ENSRNOT00000036019.5","ENSRNOP00000029591.5"
"ENSRNOG00000023440.6","ENSRNOT00000010970.7","ENSRNOP00000010970.7"
"ENSRNOG00000041260.1","ENSRNOT00000063013.1",""
"ENSRNOG00000054401.1","ENSRNOT00000078226.1","ENSRNOP00000070356.1"
"ENSRNOG00000002387.5","ENSRNOT00000044372.3","ENSRNOP00000049958.3"
"ENSRNOG00000047823.1","ENSRNOT00000072575.1",""
"ENSRNOG00000002321.4","ENSRNOT00000003156.4",""
"ENSRNOG00000052322.1","ENSRNOT00000080916.1",""
"ENSRNOG00000054011.1","ENSRNOT00000080072.1","ENSRNOP00000075054.1"
"ENSRNOG00000052750.1","ENSRNOT00000081943.1",""
"ENSRNOG00000058857.1","ENSRNOT00000077982.1",""
"ENSRNOG00000056568.1","ENSRNOT00000088541.1",""
"ENSRNOG00000045689.2","ENSRNOT00000075081.2",""
"ENSRNOG00000055606.1","ENSRNOT00000091191.1","ENSRNOP00000071126.1"
"ENSRNOG00000055962.1","ENSRNOT00000085201.1","ENSRNOP00000072449.1"
"ENSRNOG00000002844.7","ENSRNOT00000003800.7","ENSRNOP00000062485.3"
"ENSRNOG00000022411.5","ENSRNOT00000035274.5","ENSRNOP00000034222.5"
"ENSRNOG00000005736.6","ENSRNOT00000008509.6","ENSRNOP00000008509.5"
"ENSRNOG00000041307.1","ENSRNOT00000063060.1",""
"ENSRNOG00000052165.1","ENSRNOT00000079691.1",""
"ENSRNOG00000002734.4","ENSRNOT00000003664.4",""
"ENSRNOG00000052271.1","ENSRNOT00000088248.1",""
"ENSRNOG00000002563.7","ENSRNOT00000080894.1","ENSRNOP00000074032.1"
"ENSRNOG00000002563.7","ENSRNOT00000066677.1","ENSRNOP00000061717.1"
"ENSRNOG00000052690.1","ENSRNOT00000072808.2","ENSRNOP00000065188.2"
"ENSRNOG00000054900.1","ENSRNOT00000087634.1","ENSRNOP00000075079.1"
"ENSRNOG00000057658.1","ENSRNOT00000088630.1",""
"ENSRNOG00000060860.1","ENSRNOT00000087828.1",""
"ENSRNOG00000051836.1","ENSRNOT00000085139.1","ENSRNOP00000071333.1"
"ENSRNOG00000051836.1","ENSRNOT00000082838.1","ENSRNOP00000072137.1"
"ENSRNOG00000054136.1","ENSRNOT00000077996.1","ENSRNOP00000070278.1"
"ENSRNOG00000035627.1","ENSRNOT00000053750.1",""
"ENSRNOG00000061441.1","ENSRNOT00000087364.1","ENSRNOP00000074570.1"
"ENSRNOG00000058184.1","ENSRNOT00000083697.1",""
"ENSRNOG00000057622.1","ENSRNOT00000086785.1","ENSRNOP00000069686.1"
"ENSRNOG00000056006.1","ENSRNOT00000083035.1",""
"ENSRNOG00000006459.7","ENSRNOT00000050793.5",""
"ENSRNOG00000055898.1","ENSRNOT00000080665.1","ENSRNOP00000069560.1"
"ENSRNOG00000058115.1","ENSRNOT00000082122.1",""
"ENSRNOG00000058115.1","ENSRNOT00000077631.1",""
"ENSRNOG00000046265.1","ENSRNOT00000072078.1","ENSRNOP00000065400.1"
"ENSRNOG00000059766.1","ENSRNOT00000077199.1",""
"ENSRNOG00000061787.1","ENSRNOT00000078826.1",""
"ENSRNOG00000055265.1","ENSRNOT00000082087.1",""
"ENSRNOG00000061677.1","ENSRNOT00000087693.1",""
"ENSRNOG00000035148.1","ENSRNOT00000053271.1",""
"ENSRNOG00000047824.2","ENSRNOT00000070944.2",""
"ENSRNOG00000049022.1","ENSRNOT00000073500.1",""
"ENSRNOG00000057733.1","ENSRNOT00000088577.1",""
"ENSRNOG00000005076.7","ENSRNOT00000006805.7","ENSRNOP00000006805.6"
"ENSRNOG00000034130.4","ENSRNOT00000047553.4","ENSRNOP00000043407.4"
"ENSRNOG00000040427.1","ENSRNOT00000062180.1",""
"ENSRNOG00000034781.1","ENSRNOT00000052904.1",""
"ENSRNOG00000053191.1","ENSRNOT00000080932.1",""
"ENSRNOG00000003158.3","ENSRNOT00000004213.3","ENSRNOP00000004213.3"
"ENSRNOG00000010365.7","ENSRNOT00000014250.6","ENSRNOP00000014250.5"
"ENSRNOG00000054868.1","ENSRNOT00000089157.1",""
"ENSRNOG00000034182.4","ENSRNOT00000045705.4","ENSRNOP00000042135.4"
"ENSRNOG00000035555.1","ENSRNOT00000053678.1",""
"ENSRNOG00000052431.1","ENSRNOT00000079041.1",""
"ENSRNOG00000052001.1","ENSRNOT00000078876.1",""
"ENSRNOG00000036567.2","ENSRNOT00000054671.2",""
"ENSRNOG00000054241.1","ENSRNOT00000079402.1",""
"ENSRNOG00000007059.7","ENSRNOT00000009329.5","ENSRNOP00000009329.5"
"ENSRNOG00000038383.3","ENSRNOT00000058456.3","ENSRNOP00000055256.3"
"ENSRNOG00000057430.1","ENSRNOT00000074962.2","ENSRNOP00000072802.1"
"ENSRNOG00000004016.6","ENSRNOT00000065814.1","ENSRNOP00000061187.1"
"ENSRNOG00000045864.2","ENSRNOT00000046759.3","ENSRNOP00000044004.3"
"ENSRNOG00000026697.4","ENSRNOT00000039568.4","ENSRNOP00000036250.4"
"ENSRNOG00000056173.1","ENSRNOT00000077955.1",""
"ENSRNOG00000007688.6","ENSRNOT00000010135.6","ENSRNOP00000010135.5"
"ENSRNOG00000049020.2","ENSRNOT00000071874.2","ENSRNOP00000064154.1"
"ENSRNOG00000030619.2","ENSRNOT00000043382.2","ENSRNOP00000045495.2"
"ENSRNOG00000043128.3","ENSRNOT00000040476.5","ENSRNOP00000051224.5"
"ENSRNOG00000004613.7","ENSRNOT00000006777.5","ENSRNOP00000006777.5"
"ENSRNOG00000004613.7","ENSRNOT00000086721.1","ENSRNOP00000070988.1"
"ENSRNOG00000059710.1","ENSRNOT00000082144.1",""
"ENSRNOG00000002365.7","ENSRNOT00000003265.7","ENSRNOP00000003265.4"
"ENSRNOG00000053172.1","ENSRNOT00000083557.1","ENSRNOP00000070206.1"
"ENSRNOG00000023016.4","ENSRNOT00000037881.4","ENSRNOP00000053408.2"
"ENSRNOG00000002751.6","ENSRNOT00000003714.5","ENSRNOP00000003714.5"
"ENSRNOG00000057692.1","ENSRNOT00000086852.1","ENSRNOP00000073718.1"
"ENSRNOG00000041299.1","ENSRNOT00000063052.1",""
"ENSRNOG00000054904.1","ENSRNOT00000080867.1",""
"ENSRNOG00000004160.3","ENSRNOT00000005615.3","ENSRNOP00000005615.1"
"ENSRNOG00000056659.1","ENSRNOT00000085723.1","ENSRNOP00000069913.1"
"ENSRNOG00000057826.1","ENSRNOT00000082451.1","ENSRNOP00000068765.1"
"ENSRNOG00000003470.6","ENSRNOT00000004676.6","ENSRNOP00000004676.5"
"ENSRNOG00000002536.6","ENSRNOT00000003449.6","ENSRNOP00000003449.3"
"ENSRNOG00000003762.7","ENSRNOT00000068478.3","ENSRNOP00000060122.3"
"ENSRNOG00000050198.1","ENSRNOT00000071692.1","ENSRNOP00000064418.1"
"ENSRNOG00000000166.7","ENSRNOT00000068703.3","ENSRNOP00000060925.3"
"ENSRNOG00000031555.5","ENSRNOT00000049256.5","ENSRNOP00000044023.5"
"ENSRNOG00000054762.1","ENSRNOT00000078371.1",""
"ENSRNOG00000003430.7","ENSRNOT00000004559.7","ENSRNOP00000004559.6"
"ENSRNOG00000058253.1","ENSRNOT00000090191.1",""
"ENSRNOG00000052259.1","ENSRNOT00000077131.1",""
"ENSRNOG00000024801.5","ENSRNOT00000063952.1","ENSRNOP00000061970.1"
"ENSRNOG00000050904.2","ENSRNOT00000075147.2",""
"ENSRNOG00000035581.1","ENSRNOT00000053704.1",""
"ENSRNOG00000009609.3","ENSRNOT00000012762.2",""
"ENSRNOG00000003585.6","ENSRNOT00000004785.5","ENSRNOP00000004785.4"
"ENSRNOG00000049646.1","ENSRNOT00000075721.1","ENSRNOP00000065631.1"
"ENSRNOG00000043402.1","ENSRNOT00000066493.1","ENSRNOP00000063353.1"
"ENSRNOG00000057644.1","ENSRNOT00000078311.1","ENSRNOP00000071281.1"
"ENSRNOG00000012560.3","ENSRNOT00000016754.3","ENSRNOP00000016754.3"
"ENSRNOG00000003110.3","ENSRNOT00000004145.3","ENSRNOP00000004145.2"
"ENSRNOG00000011729.7","ENSRNOT00000015806.7","ENSRNOP00000015806.7"
"ENSRNOG00000057407.1","ENSRNOT00000085348.1","ENSRNOP00000069546.1"
"ENSRNOG00000054240.1","ENSRNOT00000077904.1",""
"ENSRNOG00000035546.2","ENSRNOT00000053669.2",""
"ENSRNOG00000002389.5","ENSRNOT00000003247.5","ENSRNOP00000003247.3"
"ENSRNOG00000029330.4","ENSRNOT00000047354.4","ENSRNOP00000043235.3"
"ENSRNOG00000060885.1","ENSRNOT00000081734.1",""
"ENSRNOG00000053023.1","ENSRNOT00000089778.1","ENSRNOP00000071612.1"
"ENSRNOG00000012786.7","ENSRNOT00000017101.6","ENSRNOP00000017101.5"
"ENSRNOG00000012786.7","ENSRNOT00000079231.1","ENSRNOP00000071066.1"
"ENSRNOG00000029512.1","ENSRNOT00000051134.1","ENSRNOP00000048116.1"
"ENSRNOG00000043487.2","ENSRNOT00000064172.2","ENSRNOP00000062957.2"
"ENSRNOG00000061182.1","ENSRNOT00000077750.1","ENSRNOP00000074745.1"
"ENSRNOG00000061182.1","ENSRNOT00000087138.1","ENSRNOP00000075293.1"
"ENSRNOG00000046021.2","ENSRNOT00000075774.2","ENSRNOP00000066891.1"
"ENSRNOG00000029850.3","ENSRNOT00000045685.3","ENSRNOP00000039918.3"
"ENSRNOG00000051820.1","ENSRNOT00000081404.1",""
"ENSRNOG00000058703.1","ENSRNOT00000078465.1",""
"ENSRNOG00000057611.1","ENSRNOT00000081795.1",""
"ENSRNOG00000060086.1","ENSRNOT00000091930.1",""
"ENSRNOG00000055269.1","ENSRNOT00000089917.1",""
"ENSRNOG00000032797.1","ENSRNOT00000047875.1",""
"ENSRNOG00000056975.1","ENSRNOT00000081177.1",""
"ENSRNOG00000056071.1","ENSRNOT00000091436.1",""
"ENSRNOG00000056465.1","ENSRNOT00000090479.1",""
"ENSRNOG00000030759.5","ENSRNOT00000041924.5","ENSRNOP00000039704.5"
"ENSRNOG00000030759.5","ENSRNOT00000091746.1","ENSRNOP00000070291.1"
"ENSRNOG00000061196.1","ENSRNOT00000084536.1",""
"ENSRNOG00000048556.1","ENSRNOT00000070841.1",""
"ENSRNOG00000043306.3","ENSRNOT00000067828.3","ENSRNOP00000062449.3"
"ENSRNOG00000003160.7","ENSRNOT00000004235.6","ENSRNOP00000004235.3"
"ENSRNOG00000058317.1","ENSRNOT00000090795.1","ENSRNOP00000074179.1"
"ENSRNOG00000049985.2","ENSRNOT00000073661.2","ENSRNOP00000066239.1"
"ENSRNOG00000053857.1","ENSRNOT00000082660.1",""
"ENSRNOG00000037839.4","ENSRNOT00000048695.5","ENSRNOP00000046594.3"
"ENSRNOG00000037799.4","ENSRNOT00000077587.1","ENSRNOP00000075430.1"
"ENSRNOG00000037799.4","ENSRNOT00000057378.4","ENSRNOP00000054189.4"
"ENSRNOG00000028189.6","ENSRNOT00000029193.6","ENSRNOP00000032546.4"
"ENSRNOG00000001506.4","ENSRNOT00000002058.4","ENSRNOP00000002058.3"
"ENSRNOG00000055211.1","ENSRNOT00000084149.1",""
"ENSRNOG00000002323.5","ENSRNOT00000003188.5","ENSRNOP00000003188.5"
"ENSRNOG00000046862.2","ENSRNOT00000052422.5","ENSRNOP00000043675.3"
"ENSRNOG00000040008.3","ENSRNOT00000061499.3","ENSRNOP00000058217.3"
"ENSRNOG00000011562.6","ENSRNOT00000015401.6","ENSRNOP00000015401.6"
"ENSRNOG00000002986.6","ENSRNOT00000037360.5","ENSRNOP00000034132.4"
"ENSRNOG00000049388.2","ENSRNOT00000074384.2","ENSRNOP00000065055.1"
"ENSRNOG00000056360.1","ENSRNOT00000084894.1",""
"ENSRNOG00000002529.6","ENSRNOT00000003414.6","ENSRNOP00000003414.6"
"ENSRNOG00000000879.7","ENSRNOT00000066809.3","ENSRNOP00000060014.2"
"ENSRNOG00000049278.1","ENSRNOT00000073411.1",""
"ENSRNOG00000047614.1","ENSRNOT00000074507.1",""
"ENSRNOG00000056103.1","ENSRNOT00000085337.1",""
"ENSRNOG00000008329.4","ENSRNOT00000011183.4","ENSRNOP00000011183.4"
"ENSRNOG00000022476.5","ENSRNOT00000037149.5","ENSRNOP00000034830.4"
"ENSRNOG00000039759.2","ENSRNOT00000060988.2","ENSRNOP00000057707.2"
"ENSRNOG00000028011.5","ENSRNOT00000035398.5","ENSRNOP00000034281.5"
"ENSRNOG00000028585.5","ENSRNOT00000017138.6","ENSRNOP00000053943.2"
"ENSRNOG00000000620.6","ENSRNOT00000045110.5","ENSRNOP00000047052.5"
"ENSRNOG00000057651.1","ENSRNOT00000084905.1","ENSRNOP00000069506.1"
"ENSRNOG00000051839.1","ENSRNOT00000078839.1",""
"ENSRNOG00000035631.1","ENSRNOT00000053754.1",""
"ENSRNOG00000054534.1","ENSRNOT00000091535.1",""
"ENSRNOG00000054534.1","ENSRNOT00000086794.1",""
"ENSRNOG00000057599.1","ENSRNOT00000086779.1",""
"ENSRNOG00000061799.1","ENSRNOT00000085184.1",""
"ENSRNOG00000058728.1","ENSRNOT00000085956.1",""
"ENSRNOG00000050594.1","ENSRNOT00000050480.2","ENSRNOP00000039599.2"
"ENSRNOG00000057013.1","ENSRNOT00000087819.1","ENSRNOP00000069361.1"
"ENSRNOG00000047496.1","ENSRNOT00000056621.2","ENSRNOP00000053460.2"
"ENSRNOG00000035505.1","ENSRNOT00000053628.1",""
"ENSRNOG00000058059.1","ENSRNOT00000088998.1","ENSRNOP00000072562.1"
"ENSRNOG00000026704.6","ENSRNOT00000085693.1","ENSRNOP00000070220.1"
"ENSRNOG00000026704.6","ENSRNOT00000039864.3","ENSRNOP00000037371.3"
"ENSRNOG00000006967.7","ENSRNOT00000078482.1","ENSRNOP00000073156.1"
"ENSRNOG00000006967.7","ENSRNOT00000009336.3","ENSRNOP00000009336.2"
"ENSRNOG00000006967.7","ENSRNOT00000085110.1","ENSRNOP00000071268.1"
"ENSRNOG00000011494.4","ENSRNOT00000057222.2","ENSRNOP00000054048.2"
"ENSRNOG00000005665.4","ENSRNOT00000007474.4","ENSRNOP00000007474.4"
"ENSRNOG00000057753.1","ENSRNOT00000088979.1","ENSRNOP00000075626.1"
"ENSRNOG00000019168.7","ENSRNOT00000025912.7","ENSRNOP00000025912.7"
"ENSRNOG00000056558.1","ENSRNOT00000080277.1","ENSRNOP00000075419.1"
"ENSRNOG00000056558.1","ENSRNOT00000085037.1","ENSRNOP00000070043.1"
"ENSRNOG00000057679.1","ENSRNOT00000087614.1",""
"ENSRNOG00000058820.1","ENSRNOT00000077744.1","ENSRNOP00000069690.1"
"ENSRNOG00000057445.1","ENSRNOT00000090205.1",""
"ENSRNOG00000004257.7","ENSRNOT00000059031.3","ENSRNOP00000055810.2"
"ENSRNOG00000003588.6","ENSRNOT00000004806.6","ENSRNOP00000004806.6"
"ENSRNOG00000046569.1","ENSRNOT00000065084.2","ENSRNOP00000061651.2"
"ENSRNOG00000023637.5","ENSRNOT00000031200.5","ENSRNOP00000035000.4"
"ENSRNOG00000003705.7","ENSRNOT00000005181.7","ENSRNOP00000005181.7"
"ENSRNOG00000038369.3","ENSRNOT00000058420.3","ENSRNOP00000055221.3"
"ENSRNOG00000002790.6","ENSRNOT00000089809.1","ENSRNOP00000075348.1"
"ENSRNOG00000002790.6","ENSRNOT00000003739.6","ENSRNOP00000003739.5"
"ENSRNOG00000002790.6","ENSRNOT00000083655.1","ENSRNOP00000074489.1"
"ENSRNOG00000042394.3","ENSRNOT00000066667.3","ENSRNOP00000062110.3"
"ENSRNOG00000028044.2","ENSRNOT00000035449.2","ENSRNOP00000029223.2"
"ENSRNOG00000025428.6","ENSRNOT00000081913.1","ENSRNOP00000069152.1"
"ENSRNOG00000025428.6","ENSRNOT00000055077.4","ENSRNOP00000051952.4"
"ENSRNOG00000047100.1","ENSRNOT00000071436.1","ENSRNOP00000067299.1"
"ENSRNOG00000003749.7","ENSRNOT00000051135.5","ENSRNOP00000039017.4"
"ENSRNOG00000003749.7","ENSRNOT00000092143.1","ENSRNOP00000071189.1"
"ENSRNOG00000008578.8","ENSRNOT00000064309.4","ENSRNOP00000060222.3"
"ENSRNOG00000008578.8","ENSRNOT00000011592.7","ENSRNOP00000011592.7"
"ENSRNOG00000056481.1","ENSRNOT00000082581.1",""
"ENSRNOG00000058336.1","ENSRNOT00000081371.1",""
"ENSRNOG00000003227.5","ENSRNOT00000004303.5","ENSRNOP00000004303.5"
"ENSRNOG00000057833.1","ENSRNOT00000083859.1",""
"ENSRNOG00000060982.1","ENSRNOT00000085780.1",""
"ENSRNOG00000035592.1","ENSRNOT00000053715.1",""
"ENSRNOG00000006082.6","ENSRNOT00000008045.5","ENSRNOP00000008045.4"
"ENSRNOG00000040287.4","ENSRNOT00000084171.1","ENSRNOP00000075074.1"
"ENSRNOG00000040287.4","ENSRNOT00000066363.3","ENSRNOP00000061222.2"
"ENSRNOG00000040287.4","ENSRNOT00000082017.1","ENSRNOP00000071724.1"
"ENSRNOG00000015559.4","ENSRNOT00000020833.4",""
"ENSRNOG00000006523.7","ENSRNOT00000077543.1","ENSRNOP00000071967.1"
"ENSRNOG00000006523.7","ENSRNOT00000091063.1",""
"ENSRNOG00000006523.7","ENSRNOT00000084673.1","ENSRNOP00000071234.1"
"ENSRNOG00000006523.7","ENSRNOT00000008988.4","ENSRNOP00000008988.3"
"ENSRNOG00000015796.7","ENSRNOT00000021538.7","ENSRNOP00000021538.3"
"ENSRNOG00000015667.6","ENSRNOT00000021135.6","ENSRNOP00000021135.5"
"ENSRNOG00000051077.2","ENSRNOT00000076784.1","ENSRNOP00000068271.1"
"ENSRNOG00000051077.2","ENSRNOT00000082286.1","ENSRNOP00000073035.1"
"ENSRNOG00000008249.8","ENSRNOT00000076169.2","ENSRNOP00000068214.1"
"ENSRNOG00000008249.8","ENSRNOT00000076760.1","ENSRNOP00000068242.1"
"ENSRNOG00000008249.8","ENSRNOT00000076346.1",""
"ENSRNOG00000008249.8","ENSRNOT00000010948.6","ENSRNOP00000010947.4"
"ENSRNOG00000016110.2","ENSRNOT00000021570.2","ENSRNOP00000021570.1"
"ENSRNOG00000062235.1","ENSRNOT00000093702.1",""
"ENSRNOG00000051280.1","ENSRNOT00000072892.2",""
"ENSRNOG00000016396.5","ENSRNOT00000021998.5","ENSRNOP00000021998.4"
"ENSRNOG00000016396.5","ENSRNOT00000093590.1",""
"ENSRNOG00000016134.8","ENSRNOT00000093689.1","ENSRNOP00000076177.1"
"ENSRNOG00000016134.8","ENSRNOT00000093670.1",""
"ENSRNOG00000016134.8","ENSRNOT00000093464.1",""
"ENSRNOG00000016134.8","ENSRNOT00000021923.7","ENSRNOP00000021923.6"
"ENSRNOG00000051305.1","ENSRNOT00000075407.2",""
"ENSRNOG00000062019.1","ENSRNOT00000092444.1",""
"ENSRNOG00000062022.1","ENSRNOT00000092604.1",""
"ENSRNOG00000061974.1","ENSRNOT00000092708.1",""
"ENSRNOG00000056507.1","ENSRNOT00000083827.1",""
"ENSRNOG00000004629.6","ENSRNOT00000006531.6","ENSRNOP00000006531.4"
"ENSRNOG00000056721.2","ENSRNOT00000006574.6","ENSRNOP00000006574.6"
"ENSRNOG00000056721.2","ENSRNOT00000059244.3","ENSRNOP00000056011.3"
"ENSRNOG00000056721.2","ENSRNOT00000088683.1",""
"ENSRNOG00000056721.2","ENSRNOT00000087186.1",""
"ENSRNOG00000056721.2","ENSRNOT00000086894.1","ENSRNOP00000073969.1"
"ENSRNOG00000056721.2","ENSRNOT00000086081.1","ENSRNOP00000074177.1"
"ENSRNOG00000056721.2","ENSRNOT00000093492.1","ENSRNOP00000076245.1"
"ENSRNOG00000050220.4","ENSRNOT00000092255.1",""
"ENSRNOG00000050220.4","ENSRNOT00000071402.4","ENSRNOP00000066979.3"
"ENSRNOG00000050220.4","ENSRNOT00000092654.1","ENSRNOP00000075781.1"
"ENSRNOG00000061981.1","ENSRNOT00000092591.1",""
"ENSRNOG00000061970.1","ENSRNOT00000092393.1",""
"ENSRNOG00000062043.1","ENSRNOT00000092411.1",""
"ENSRNOG00000062051.1","ENSRNOT00000092406.1",""
"ENSRNOG00000023093.5","ENSRNOT00000029411.4","ENSRNOP00000034593.3"
"ENSRNOG00000023093.5","ENSRNOT00000091202.1","ENSRNOP00000071245.1"
"ENSRNOG00000007851.6","ENSRNOT00000010753.6","ENSRNOP00000010753.4"
"ENSRNOG00000007851.6","ENSRNOT00000075868.1",""
"ENSRNOG00000032924.3","ENSRNOT00000046038.2",""
"ENSRNOG00000005175.6","ENSRNOT00000006913.6","ENSRNOP00000006913.6"
"ENSRNOG00000048874.2","ENSRNOT00000073228.2","ENSRNOP00000064260.1"
"ENSRNOG00000048874.2","ENSRNOT00000076268.1",""
"ENSRNOG00000005323.8","ENSRNOT00000092100.1",""
"ENSRNOG00000005323.8","ENSRNOT00000084724.1",""
"ENSRNOG00000005323.8","ENSRNOT00000078094.1",""
"ENSRNOG00000005323.8","ENSRNOT00000077127.1",""
"ENSRNOG00000005323.8","ENSRNOT00000079448.1",""
"ENSRNOG00000005323.8","ENSRNOT00000084787.1",""
"ENSRNOG00000005323.8","ENSRNOT00000007070.8",""
"ENSRNOG00000005323.8","ENSRNOT00000078463.1",""
"ENSRNOG00000005323.8","ENSRNOT00000089905.1",""
"ENSRNOG00000005323.8","ENSRNOT00000078093.1",""
"ENSRNOG00000005323.8","ENSRNOT00000058735.4",""
"ENSRNOG00000051056.1","ENSRNOT00000076105.1","ENSRNOP00000068500.1"
"ENSRNOG00000057813.1","ENSRNOT00000079762.1","ENSRNOP00000071820.1"
"ENSRNOG00000057813.1","ENSRNOT00000085424.1","ENSRNOP00000072658.1"
"ENSRNOG00000057813.1","ENSRNOT00000090342.1","ENSRNOP00000070902.1"
"ENSRNOG00000057813.1","ENSRNOT00000091528.1","ENSRNOP00000069468.1"
"ENSRNOG00000005343.8","ENSRNOT00000042682.4","ENSRNOP00000040505.4"
"ENSRNOG00000005343.8","ENSRNOT00000043602.5","ENSRNOP00000043144.5"
"ENSRNOG00000005343.8","ENSRNOT00000041872.4","ENSRNOP00000041339.3"
"ENSRNOG00000005343.8","ENSRNOT00000007109.5","ENSRNOP00000007109.5"
"ENSRNOG00000008996.6","ENSRNOT00000012273.4","ENSRNOP00000012274.4"
"ENSRNOG00000024905.5","ENSRNOT00000036815.5","ENSRNOP00000031362.4"
"ENSRNOG00000038496.3","ENSRNOT00000058675.3","ENSRNOP00000055470.2"
"ENSRNOG00000038496.3","ENSRNOT00000088808.1","ENSRNOP00000073922.1"
"ENSRNOG00000052719.1","ENSRNOT00000090480.1",""
"ENSRNOG00000059295.1","ENSRNOT00000084344.1","ENSRNOP00000073288.1"
"ENSRNOG00000059295.1","ENSRNOT00000081323.1","ENSRNOP00000074077.1"
"ENSRNOG00000059295.1","ENSRNOT00000085937.1","ENSRNOP00000073379.1"
"ENSRNOG00000059295.1","ENSRNOT00000081278.1","ENSRNOP00000069055.1"
"ENSRNOG00000024766.6","ENSRNOT00000076512.2","ENSRNOP00000068523.1"
"ENSRNOG00000024766.6","ENSRNOT00000032829.4","ENSRNOP00000034976.4"
"ENSRNOG00000000345.7","ENSRNOT00000000387.7",""
"ENSRNOG00000038337.2","ENSRNOT00000058376.2",""
"ENSRNOG00000045941.3","ENSRNOT00000076485.2","ENSRNOP00000068418.1"
"ENSRNOG00000045941.3","ENSRNOT00000076321.2",""
"ENSRNOG00000045941.3","ENSRNOT00000076700.1",""
"ENSRNOG00000045941.3","ENSRNOT00000070995.3","ENSRNOP00000064712.1"
"ENSRNOG00000058973.1","ENSRNOT00000084560.1","ENSRNOP00000073823.1"
"ENSRNOG00000058973.1","ENSRNOT00000092223.1","ENSRNOP00000068587.1"
"ENSRNOG00000058973.1","ENSRNOT00000085612.1","ENSRNOP00000075548.1"
"ENSRNOG00000058973.1","ENSRNOT00000079077.1","ENSRNOP00000070114.1"
"ENSRNOG00000005371.8","ENSRNOT00000007160.8","ENSRNOP00000007160.5"
"ENSRNOG00000005371.8","ENSRNOT00000084903.1","ENSRNOP00000070845.1"
